source_record_id,plant_name,state,county,difference,capacity_mw_existing,capacity_mw_staged,status_existing,status_staged
67929:NNTRG,"Nutting Ridge Solar, LLC",ME,Oxford,staged_only,,4.0,,OP
67930:CR,Crossroads Solar (IN),IN,Fountain,staged_only,,200.0,,OP
67931:DAG1,Daggett 1,CA,San Bernardino,staged_only,,113.5,,OP
67932:BODHI,Bodhi Solar,NY,Monroe,staged_only,,5.0,,OP
67933:HALIF,Halifax CSG LLC,VA,Halifax,staged_only,,3.1,,OP
67935:CLV1,Clearview Solar 1,OH,Champaign,staged_only,,144.0,,OP
67938:PERK,"Perkins Road Belfast Solar, LLC",ME,Waldo,staged_only,,4.8,,OP
67939:RT3,"Route 3 China Solar, LLC",ME,Kennebec,staged_only,,4.5,,OP
67940:SEARS,"Searsmont Road Lincolnville Solar, LLC",ME,Waldo,staged_only,,4.0,,OP
67941:PNRSP,Pine River Solar Park,MI,Gratiot,staged_only,,80.0,,OP
67942:SAUSP,Sauk Solar Park,MI,Branch,staged_only,,150.0,,OP
67943:SHBUN,"Sherburne Solar Holdings, LLC",MN,Sherburne,staged_only,,3.0,,OP
67944:SHDAN,Sheridan Road Solar Farm,ME,Aroostook,staged_only,,3.0,,OP
67946:SKYWY,Skyway Avenue Solar Farm,ME,Aroostook,staged_only,,2.5,,OP
67947:WARD,"Ward Solar 1, LLC",MA,Plymouth,staged_only,,2.0,,OP
67948:MP1,Hampton Substation Energy Storage,IA,Franklin,staged_only,,1.8,,OP
67949:POTEB,Poteet,TX,Atascosa,staged_only,,9.9,,OP
67952:PV001,LPEA Sunnyside Solar 1 Facility,CO,La Plata,staged_only,,1.7,,OP
67957:EATMR,East Atmore Solar,AL,Escambia,staged_only,,80.0,,OP
67958:DSIJ,DSI Julie Solar,MN,Stearns,staged_only,,1.0,,OP
67959:CWCP,Crossover Wind,AR,Cross,staged_only,,144.0,,OP
67960:WCW01,Willow Creek Wind (OK),OK,Noble,staged_only,,220.0,,OP
67962:DMTN,Dans Mountain,MD,Allegany,staged_only,,54.9,,OP
67963:TYNNB,Tynan,TX,Bee,staged_only,,9.9,,OP
67964:A150M,Agave,AZ,Maricopa,staged_only,,150.0,,OP
67965:PV1,Clinton Schools,IA,Clinton,staged_only,,1.3,,OP
67967:180FW,Toledo Air National Guard,OH,Lucas,staged_only,,1.5,,OP
67968:BES,Burksol Energy Storage,TX,Dickens,staged_only,,100.0,,OP
67969:PGR28,Two Hearted Solar,NC,Yadkin,staged_only,,22.0,,OP
67972:ELD15,Eldorado Solar I,IL,Saline,staged_only,,150.0,,OP
67973:SP01,Sierra Pinta BESS,AZ,Yuma,staged_only,,113.0,,OP
67974:LAUBA,AES Laubacher Solar CSG,NY,Orleans,staged_only,,2.5,,OP
67975:BAIRD,AES Baird Solar CSG,NY,Orleans,staged_only,,4.5,,OP
67979:BROOK,Brookhaven Landfill Solar Farm 1,NY,Suffolk,staged_only,,5.0,,OP
67980:MOMPO,Mompano,OR,Clackamas,staged_only,,2.0,,OP
67991:CKML,Cooks Mill PV I,IL,Coles,staged_only,,99.0,,OP
67992:CHVLY,Cherry Valley PV I,AR,Cross,staged_only,,135.0,,OP
67993:CRDCK,Crooked Creek PV I,IL,Marion,staged_only,,99.0,,OP
67994:COLBA,City of Long Beach Airport Lot A & B,CA,Los Angeles,staged_only,,1.8,,OP
67997:PGR28,Apex NC Solar,NC,Cleveland,staged_only,,28.9,,OP
68003:18205,NY Breesport 625 Breesport Rd,NY,Chemung,staged_only,,3.5,,OP
68004:21108,Ontario 2 CDG,NY,Ontario,staged_only,,5.0,,OP
68008:20435,Above Grid Montour Solar LLC,NY,Schuyler,staged_only,,5.0,,OP
68010:18878,Johnson City Solar,NY,Broome,staged_only,,5.0,,OP
68011:HBS,Huckleberry Solar,OK,Mayes,staged_only,,124.7,,OP
68012:CAB11,Caballero,CA,San Luis Obispo,staged_only,,99.7,,OP
68013:BDL4,Amazon BDL4,CT,Hartford,staged_only,,3.9,,OP
68016:HOLWF,Hollister Wastewater Facility,CA,San Benito,staged_only,,1.0,,OP
68020:IE,Independence East,NY,Allegany,staged_only,,5.0,,OP
68021:IFPP1,IFP Peaking Plant,ID,Bonneville,staged_only,,2.5,,OP
68021:IFPP2,IFP Peaking Plant,ID,Bonneville,staged_only,,2.5,,OP
68021:IFPP3,IFP Peaking Plant,ID,Bonneville,staged_only,,2.5,,OP
68021:IFPP4,IFP Peaking Plant,ID,Bonneville,staged_only,,2.5,,OP
68021:IFPP5,IFP Peaking Plant,ID,Bonneville,staged_only,,2.5,,OP
68021:IFPP6,IFP Peaking Plant,ID,Bonneville,staged_only,,2.5,,OP
68021:IFPP7,IFP Peaking Plant,ID,Bonneville,staged_only,,2.5,,OP
68023:SBBS1,BCE Seal Beach,CA,Orange,staged_only,,16.7,,OP
68023:SBPV1,BCE Seal Beach,CA,Orange,staged_only,,12.0,,OP
68025:21103,SL JAMESTOWN ARRAY 1,NY,Chautauqua,staged_only,,3.0,,OP
68026:21108,SL JAMESTOWN ARRAY 2,NY,Chautauqua,staged_only,,4.8,,OP
68027:LEW1,Lemoore West,CA,Kings,staged_only,,7.9,,OP
68037:18211,NY Selkirk S Albany RD - Hemlock Hills S,NY,Albany,staged_only,,5.0,,OP
68038:VSPRC,KDC Solar Madera LLC,CA,Madera,staged_only,,10.0,,OP
68041:948,Overland,CO,Weld,staged_only,,11.0,,OP
68042:378,Dairy Farm,ME,Somerset,staged_only,,4.0,,OP
68045:LOC3,"Desert Breeze Solar, LLC",CA,San Bernardino,staged_only,,125.0,,OP
68046:30801,Lake Wilson Solar,MN,Murray,staged_only,,1.0,,OP
68047:30796,Lake Lilian Solar,MN,Kandiyohi,staged_only,,1.0,,OP
68048:MORRI,Morris Solar,MO,Adair,staged_only,,250.0,,OP
68049:MS4B,Marion Solar 4b LLC,IL,Marion,staged_only,,2.0,,OP
68050:PUT1,Putnam Solar 1,IL,Putnam,staged_only,,2.0,,OP
68051:PUT1B,Putnam Solar 1B,IL,Putnam,staged_only,,2.0,,OP
68055:PPB,Prospect Power BESS,VA,Rockingham,staged_only,,150.0,,OP
68056:GEN01,Wolf Run Solar,IL,Morgan,staged_only,,140.0,,OP
68058:PCEBS,Prairie Center Energy LLC,CO,Adams,staged_only,,35.4,,OP
68059:KANK1,Kankakee Solar 1,IL,Kankakee,staged_only,,2.0,,OP
68060:CAT01,Catalina Solar (SC),SC,Saluda,staged_only,,75.0,,OP
68062:MPLR,Montpelier Solar Project,OH,Williams,staged_only,,49.0,,OP
68063:USM,VA- US Foods- Manassas,VA,Prince William,staged_only,,2.0,,OP
68064:LBA,CA- US Foods- Livermore,CA,Alameda,staged_only,,1.2,,OP
68064:USFL,CA- US Foods- Livermore,CA,Alameda,staged_only,,1.2,,OP
68066:1,Poet Bioprocessing Emmetsburg,IA,Palo Alto,staged_only,,3.5,,OP
68067:NIAGA,Niagara Solar Project,NY,Niagara,staged_only,,5.0,,OP
68069:16501,Old Frontier Solar III,MA,Franklin,staged_only,,2.0,,OP
68069:16502,Old Frontier Solar III,MA,Franklin,staged_only,,2.0,,OP
68077:NRIDG,North Ridge Solar,VA,Powhatan,staged_only,,20.0,,OP
68088:TS1,Twelvemile Solar 1,OK,Mayes,staged_only,,152.0,,OP
68091:IR,Independence Road (CSG),NY,Allegany,staged_only,,5.0,,OP
68092:RA,Ruhlmann A (CSG),NY,Niagara,staged_only,,5.0,,OP
68095:BENTN,SR Benton,TN,Benton,staged_only,,3.0,,OP
68096:BROWN,SR Brownsville,TN,Haywood,staged_only,,3.0,,OP
68102:FDEER,SR Forked Deer,TN,Lauderdale,staged_only,,2.5,,OP
68103:HICK,SR Hickman,TN,Hickman,staged_only,,5.5,,OP
68106:LAMB2,SR Lambert II,SC,Georgetown,staged_only,,100.0,,OP
68107:LEXTN,SR Lexington,TN,Henderson,staged_only,,6.5,,OP
68108:MARYE,SR Maryville East,TN,Blount,staged_only,,7.5,,OP
68109:MARY,SR Maryville,TN,Blount,staged_only,,1.3,,OP
68112:GIBSN,SR South Gibson,TN,Gibson,staged_only,,4.8,,OP
68113:TRENT,SR Trenton,TN,Gibson,staged_only,,2.3,,OP
68114:TREZE,SR Trezevant,TN,Carroll,staged_only,,6.5,,OP
68115:TICON,Ticon Solar,NY,Essex,staged_only,,5.0,,OP
68116:BENZ1,Benz Solar 1,CT,New Haven,staged_only,,1.0,,OP
68117:BENZ2,Benz Solar 2,CT,New Haven,staged_only,,1.0,,OP
68131:CH819,Des Plaines 7-SLCHI819,IL,Cook,staged_only,,1.4,,OP
68136:CH803,Franklin Park 3-SLCHI803,IL,Cook,staged_only,,1.2,,OP
68145:ANGSO,Angelo Solar,TX,Tom Green,staged_only,,195.0,,OP
68146:ANGBA,Angelo Storage,TX,Tom Green,staged_only,,100.0,,OP
68147:1,Coffeen Solar BESS,IL,Montgomery,staged_only,,44.2,,OP
68147:2,Coffeen Solar BESS,IL,Montgomery,staged_only,,2.0,,OP
68148:1,Baldwin Solar BESS,IL,Randolph,staged_only,,68.4,,OP
68148:2,Baldwin Solar BESS,IL,Randolph,staged_only,,2.0,,OP
68150:19073,Allied Potato,CA,Kern,staged_only,,1.2,,OP
68151:IE001,Mountain View Ind Park 1-sline001,CA,San Bernardino,staged_only,,1.1,,OP
68152:RUSH1,Rush Solar,NY,Monroe,staged_only,,5.0,,OP
68154:GDRLD,Guilderland Solar,NY,Albany,staged_only,,5.0,,OP
68156:ATWA,MN CSG 2019-82,MN,Kandiyohi,staged_only,,1.0,,OP
68157:MIRG,MN CSG 2019-60,MN,Renville,staged_only,,1.0,,OP
68158:ENFI2,Enfield Solar Site 2,NY,Tompkins,staged_only,,5.0,,OP
68159:ENFI3,Enfield Solar Site 3,NY,Tompkins,staged_only,,5.0,,OP
68160:ENFI1,Enfield Solar Site 1,NY,Tompkins,staged_only,,5.0,,OP
68161:MAUME,Maumee Solar,OH,Lucas,staged_only,,2.4,,OP
68162:COVE2,Coventry Solar Site 2,NY,Broome,staged_only,,5.0,,OP
68163:COVE3,Coventry Solar Site 3,NY,Broome,staged_only,,5.0,,OP
68180:BELMS,Big Elm Solar,TX,Bell,staged_only,,200.0,,OP
68182:BWMW,Bowman Wind,ND,Bowman,staged_only,,200.0,,OP
68183:CRS,Coldwater River Solar,MI,Branch,staged_only,,150.0,,OP
68185:DOWNW,Downeast Wind,ME,Washington,staged_only,,126.0,,OP
68188:TROU1,Trousdale Solar I,NY,Genesee,staged_only,,5.0,,OP
68189:GKDBS,Great Kiskadee Storage,TX,Hidalgo,staged_only,,100.0,,OP
68190:TROU1,Trousdale Solar II,NY,Genesee,staged_only,,5.0,,OP
68192:LOTUS,Lotus Wind,IL,Macoupin,staged_only,,200.0,,OP
68193:PROSP,Prosperity Wind,IL,Piatt,staged_only,,300.0,,OP
68199:WHEAT,Wheatsborough Solar,OH,Erie,staged_only,,125.0,,OP
68200:SEQ1,Sequoia 1,TX,Eastland,staged_only,,401.4,,OP
68206:CAM B,CAMILLUS B (CSG),NY,Onondaga,staged_only,,5.0,,OP
68207:CAM A,CAMILLUS A (CSG),NY,Onondaga,staged_only,,5.0,,OP
68220:NK2PV,North Kern 2,CA,Kern,staged_only,,2.5,,OP
68221:NK1PV,North Kern 1,CA,Kern,staged_only,,2.5,,OP
68222:OP,Flat Ridge 4,KS,Kingsman,staged_only,,134.0,,OP
68223:67693,Beaverdam Renewable Energy Center,SC,Laurens,staged_only,,40.8,,OP
68232:STCL3,St. Clair Solar 3,IL,St Clair,staged_only,,2.0,,OP
68233:KANK3,Kankakee Solar 3,IL,Kankakee,staged_only,,2.0,,OP
68234:GEN1,Vinelands Power Plant,CO,Mesa,staged_only,,4.5,,OP
68235:C234B,Romeoville 34 - SLCHI234 - BSCHI234,IL,Will,staged_only,,1.1,,OP
68242:GRARW,DG Green Arrow,MN,Pipestone,staged_only,,1.0,,OP
68244:GRTX1,"Gransolar Texas One, LLC",TX,Milam,staged_only,,50.0,,OP
68246:JUNGM,BT Jungmann,TX,Milam,staged_only,,40.0,,OP
68248:GRAY,SR Gray,TN,Washington,staged_only,,6.0,,OP
68259:21108,Oneida 2 CDG,NY,Oneida,staged_only,,3.3,,OP
68260:GCC1,GCC Trident Solar Project,MT,Gallatin,staged_only,,2.0,,OP
68260:GCC2,GCC Trident Solar Project,MT,Gallatin,staged_only,,2.0,,OP
68262:FVFPV,Fairview Farms,MD,Harford,staged_only,,30.0,,OP
68265:PV1,South County Detention Center Solar,CA,Tulare,staged_only,,1.1,,OP
68266:BA1,North Juvenile Detention Center Solar,CA,Tulare,staged_only,,0.3,,OP
68266:PV1,North Juvenile Detention Center Solar,CA,Tulare,staged_only,,1.1,,OP
68267:PV1,Government Plaza Solar,CA,Tulare,staged_only,,1.1,,OP
68268:PV1,Tulare Akers Professional Center,CA,Tulare,staged_only,,1.0,,OP
68269:PV1,Bob Wiley Detention Center,CA,Tulare,staged_only,,1.8,,OP
68270:PV1,Civic Center East,CA,Tulare,staged_only,,1.5,,OP
68272:18249,CA OXNARD 2600 Sakioka Dr,CA,Ventura,staged_only,,1.6,,OP
68272:21387,CA OXNARD 2600 Sakioka Dr,CA,Ventura,staged_only,,1.6,,OP
68274:MOR01,Morris Ridge Solar,NY,Livingston,staged_only,,177.0,,OP
68276:1,Swamp Cabbage,FL,Hendry,staged_only,,74.5,,OP
68279:10022,NCS FCPA LLC,DC,District of Columbia,staged_only,,1.1,,OP
68280:10021,NCS Paradise LLC,DC,District of Columbia,staged_only,,1.3,,OP
68281:BOCA1,Box Canyon (AZ),AZ,Pinal,staged_only,,300.0,,OP
68286:KSPV1,Kennett Solar,MO,Dunklin,staged_only,,4.9,,OP
68297:4598,Green River Solar,KY,Meade,staged_only,,200.0,,OP
68301:CABCR,Cabin Creek MD,MD,Dorchester,staged_only,,2.0,,OP
68318:DKR01,Dakota Range Wind,SD,Grant,staged_only,,304.0,,OP
68320:BC24,Blackwell Creek Solar,OR,Jackson,staged_only,,1.4,,OP
68322:ALT7A,Atlas VII,AZ,La Paz,staged_only,,180.0,,OP
68322:ALT7B,Atlas VII,AZ,La Paz,staged_only,,120.0,,OP
68324:ALT9,Atlas IX,AZ,La Paz,staged_only,,150.0,,OP
68326:MILL2,SR Millington II,TN,Shelby,staged_only,,74.9,,OP
68327:EHAMP,CP East Hampton I & II Solar,CT,Middlesex,staged_only,,2.0,,OP
68329:TWS,"Tower Solar, LLC",OR,Morrow,staged_only,,120.0,,OP
68330:DV2PV,DIVOCSG 2 LLC,MN,Wright,staged_only,,1.0,,OP
68335:FAIRH,Fairhaven,MD,Anne Arundel,staged_only,,2.5,,OP
68336:SP842,Sand Prairie Solar,IL,Tazewell,staged_only,,2.0,,OP
68338:VERDE,Verde Light Community Solar,OR,Malheur,staged_only,,3.0,,OP
68346:ESSBR,Brownsville Energy Storage System,NY,Kings,staged_only,,5.6,,OP
68365:8681,Old 300 Storage Center,TX,Fort Bend,staged_only,,250.0,,OP
68372:BROS,Bronson Solar,FL,Levy,staged_only,,74.5,,OP
68373:HAGER,MN CSG 2019-105,MN,Wabasha,staged_only,,1.0,,OP
68374:MONK,MN CSG 2019-67,MN,Sherburne,staged_only,,1.0,,OP
68375:169,Buzzard Flop,OK,Hughes,staged_only,,2.5,,OP
68375:170,Buzzard Flop,OK,Hughes,staged_only,,2.5,,OP
68375:171,Buzzard Flop,OK,Hughes,staged_only,,2.5,,OP
68376:142,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:143,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:144,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:145,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:149,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:150,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:155,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:156,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:157,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68376:158,Centrahoma East,OK,Coal,staged_only,,2.5,,OP
68377:151,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:152,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:153,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:154,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:161,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:164,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:165,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:166,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:167,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68377:168,Centrahoma West,OK,Coal,staged_only,,2.5,,OP
68378:146,Little Dixie,OK,Coal,staged_only,,2.5,,OP
68378:147,Little Dixie,OK,Coal,staged_only,,2.5,,OP
68378:148,Little Dixie,OK,Coal,staged_only,,2.5,,OP
68378:159,Little Dixie,OK,Coal,staged_only,,2.5,,OP
68378:160,Little Dixie,OK,Coal,staged_only,,2.5,,OP
68379:162,Stuart (OK),OK,Pittsburg,staged_only,,2.5,,OP
68379:163,Stuart (OK),OK,Pittsburg,staged_only,,2.5,,OP
68386:MPP_1,Mountain Peak Power Station,CO,Weld,staged_only,,27.1,,OP
68386:MPP_2,Mountain Peak Power Station,CO,Weld,staged_only,,27.1,,OP
68386:MPP_3,Mountain Peak Power Station,CO,Weld,staged_only,,27.1,,OP
68386:MPP_4,Mountain Peak Power Station,CO,Weld,staged_only,,27.1,,OP
68386:MPP_5,Mountain Peak Power Station,CO,Weld,staged_only,,27.1,,OP
68386:MPP_6,Mountain Peak Power Station,CO,Weld,staged_only,,27.1,,OP
68387:WASP1,Warrior Solar Partners,NY,Herkimer,staged_only,,5.0,,OP
68390:ECOPV,118 Echo,MA,Barnstable,staged_only,,1.0,,OP
68391:VVDPV,3100 Valleyview Drive,OH,Franklin,staged_only,,1.0,,OP
68393:NOSPV,North Stafford HS,VA,Stafford,staged_only,,1.3,,OP
68394:WBMPV,Waterboro,ME,York,staged_only,,4.9,,OP
68395:WR2PV,Wheeler Ridge 2,CA,Kern,staged_only,,5.0,,OP
68398:LH001,Lake Hallie,WI,Chippewa,staged_only,,5.0,,OP
68399:DIXNY,TJA-NY- Dix Solar Farm LLC,NY,Schuyler,staged_only,,3.9,,OP
68400:CHEST,"TJA-NY-Chestnut Ridge Rd Moravia, LLC",NY,Cayuga,staged_only,,3.6,,OP
68401:OSWEG,"TJA-NY-1454 CR 15 Oswegatchie, LLC",NY,St Lawrence,staged_only,,4.9,,OP
68402:COHOC,"TJA-NY-Cohocton Solar Farm, LLC",NY,Steuben,staged_only,,5.0,,OP
68403:CANTO,TJA-NY-Canton Solar Farm LLC,NY,St Lawrence,staged_only,,4.9,,OP
68404:BARNY,"TJA-NY-Barrett Rd New Woodstock, LLC",NY,Madison,staged_only,,4.7,,OP
68405:CALED,Caledonia CSG LLC,NY,Livingston,staged_only,,5.0,,OP
68406:LEBAN,Lebanon CSG LLC,ME,York,staged_only,,3.8,,OP
68407:MARTI,Martinsburg CSG LLC,NY,Lewis,staged_only,,2.2,,OP
68408:NEWA1,Newark Solar 1 LLC,NJ,Essex,staged_only,,2.2,,OP
68409:VSPRC,"VS RXI Mason-Chatsworth, LLC",CA,Los Angeles,staged_only,,1.8,,OP
68412:DIV13,DIVOCSG 13,MN,Wabasha,staged_only,,1.0,,OP
68415:810,Armstrong 1,IL,McHenry,staged_only,,2.0,,OP
68418:KEYDT,Keydet Solar Center,VA,Charles City,staged_only,,120.0,,OP
68419:RN,Richland North,NY,Oswego,staged_only,,5.0,,OP
68420:RS,Richland South,NY,Oswego,staged_only,,5.0,,OP
68421:EB,Ellisburg,NY,Jefferson,staged_only,,5.0,,OP
68423:SGES2,St Gall Energy Storage II,TX,Pecos,staged_only,,100.0,,OP
68424:TIBB1,Tibbits Energy Storage,MI,Branch,staged_only,,104.9,,OP
68427:1,Ardagh Solar,CA,Madera,staged_only,,12.9,,OP
68429:FBNKS,Fairbanks Solar Project,IN,Sullivan,staged_only,,250.0,,OP
68430:960,515 Main Saugus,MA,Essex,staged_only,,1.3,,OP
68431:CADNC,Cadence Solar Energy Center,OH,Union,staged_only,,240.0,,OP
68432:18253,Aegean Drive Solar,MA,Essex,staged_only,,1.8,,OP
68433:4761,Banner Solar Ironwood,AZ,Pinal,staged_only,,1.4,,OP
68434:961,Downing Parkway Solar,MA,Berkshire,staged_only,,2.3,,OP
68435:13998,Millbury MA #1092,MA,Worcester,staged_only,,1.0,,OP
68436:22323,WPR RE Holdings,CA,Kern,staged_only,,2.9,,OP
68437:11998,Millis MA 1,MA,Norfolk,staged_only,,1.0,,OP
68438:12998,Rochester MA 2,MA,Plymouth,staged_only,,1.0,,OP
68440:693,Sutter Santa Rosa Solar,CA,Sonoma,staged_only,,1.3,,OP
68441:14998,Wendell MA 1,MA,Franklin,staged_only,,1.0,,OP
68442:17188,Ellis Creek Solar,CA,Sonoma,staged_only,,4.0,,OP
68444:PV1,Antelope Creek,OR,Jackson,staged_only,,2.3,,OP
68445:GNCLB,OR - Green Key - Gun Club,OR,Yamhill,staged_only,,2.5,,OP
68446:MARQM,OR - Green Key - Marquam,OR,Clackamas,staged_only,,1.9,,OP
68447:DG1,Kuihelani Substation,HI,Maui,staged_only,,1.0,,OP
68448:CLAFD,OR - Solops - SPI 18 - Clayfield,OR,Clackamas,staged_only,,2.6,,OP
68449:CORK,OR -Solops - SPI 18 - Cork,OR,Clackamas,staged_only,,1.3,,OP
68450:DOVER,OR - Solops - SPI 18 - Dover,OR,Clackamas,staged_only,,2.0,,OP
68451:BELVD,OR - Solops - SPI 18 - Belvedere,OR,Marion,staged_only,,3.0,,OP
68454:LEEDS,Walden Solar Maine V,ME,Androscoggin,staged_only,,20.0,,OP
68455:GIBBY,Gibson Solar,IN,Gibson,staged_only,,200.0,,OP
68456:BSIIS,Blue Summit II Storage,TX,Wilbarger,staged_only,,150.0,,OP
68457:DIV14,DIVOCSG 14 LLC,MN,Wabasha,staged_only,,1.0,,OP
68458:5840,"Roaring Springs, LLC",TX,Motley,staged_only,,250.0,,OP
68460:7137,Roadrunner Crossing Energy Storage,TX,Eastland,staged_only,,150.0,,OP
68462:PV1,Pine Grove - (OR),OR,Klamath,staged_only,,1.4,,OP
68463:PV1,Orchard Knob,OR,Polk,staged_only,,2.3,,OP
68464:PV1,Round Lake,OR,Klamath,staged_only,,1.0,,OP
68467:PV1,Machesney Park,IL,Winnebago,staged_only,,1.7,,OP
68469:PV1,Pontiac 1A,IL,Livingston,staged_only,,2.0,,OP
68470:AZ1,Azalea Springs Solar Park,TX,Angelina,staged_only,,180.0,,OP
68471:18880,Open Sky Dairy,CA,Fresno,staged_only,,1.7,,OP
68472:1,Long Branch Solar,FL,Manatee,staged_only,,74.9,,OP
68474:TXPC1,Peacock Energy Project,TX,San Patricio,staged_only,,150.0,,OP
68475:RIV1,Kearsarge Riverpark I LLC,MA,Middlesex,staged_only,,5.0,,OP
68476:RIV2,Kearsarge Riverpark II LLC,MA,Middlesex,staged_only,,5.0,,OP
68477:1,Pediment BESS I,AZ,Maricopa,staged_only,,250.0,,OP
68482:CLN,Clinton Solar (OH),OH,Clinton,staged_only,,49.9,,OP
68483:5665,"Diver Solar, LLC",TX,Limestone,staged_only,,225.0,,OP
68484:MRSHL,ME - Novel (Lighthouse Ph I) Mars Hill,ME,Aroostook,staged_only,,2.5,,OP
68487:PVS2,Pleasant Valley Solar 2 Project,ID,Ada,staged_only,,125.0,,OP
68488:GMS,Garnet Mesa Solar,CO,Delta,staged_only,,80.0,,OP
68489:19575,IL BEDFORD PARK 7035 W 65TH ST,IL,Cook,staged_only,,2.0,,OP
68492:GEN01,Sun Pond,AZ,Maricopa,staged_only,,85.0,,OP
68492:GEN02,Sun Pond,AZ,Maricopa,staged_only,,85.0,,OP
68493:BAT1,Central Heating Plant,MA,Hampshire,staged_only,,1.3,,OP
68493:BAT2,Central Heating Plant,MA,Hampshire,staged_only,,2.0,,OP
68493:CTG,Central Heating Plant,MA,Hampshire,staged_only,,11.0,,OP
68493:STG1,Central Heating Plant,MA,Hampshire,staged_only,,2.1,,OP
68493:STG2,Central Heating Plant,MA,Hampshire,staged_only,,4.0,,OP
68494:SHRK1,Shirk Energy Storage,CA,Tulare,staged_only,,80.0,,OP
68496:LOWR1,Lower Rio Energy Storage,TX,Hidalgo,staged_only,,60.0,,OP
68498:PIXLY,Pixley Solar Energy,KS,Barber,staged_only,,189.0,,OP
68505:BONNI,MN CSG 2019-79,MN,Renville,staged_only,,1.0,,OP
68506:BRAUN,MN CSG 2019-22,MN,Renville,staged_only,,1.0,,OP
68508:ZENA,Zena Solar,OR,Polk,staged_only,,2.5,,OP
68509:VNT,"Ventasso Energy Storage, LLC",CA,San Diego,staged_only,,50.0,,OP
68513:CWHBA,"Cartwheel 1 - Storage, LLC",TX,Hopkins,staged_only,,300.0,,OP
68516:WLD,Wildwood Solar Plant,MS,Tallahatchie,staged_only,,100.0,,OP
68517:BHS,Boot Hill Solar,KS,Ford,staged_only,,150.0,,OP
68521:JDF,JD Foods - JD Foods,CA,Fresno,staged_only,,1.5,,OP
68522:4975B,Bishop Ranch - BR 8-O,CA,Contra Costa,staged_only,,0.5,,OP
68522:4975C,Bishop Ranch - BR 8-O,CA,Contra Costa,staged_only,,1.0,,OP
68523:4977B,Bishop Ranch - BR 8-Q,CA,Contra Costa,staged_only,,0.5,,OP
68523:4977C,Bishop Ranch - BR 8-Q,CA,Contra Costa,staged_only,,0.7,,OP
68524:4654B,Bishop Ranch - BR 15-AA,CA,Contra Costa,staged_only,,0.5,,OP
68524:4654C,Bishop Ranch - BR 15-AA,CA,Contra Costa,staged_only,,0.5,,OP
68524:4654R,Bishop Ranch - BR 15-AA,CA,Contra Costa,staged_only,,0.2,,OP
68525:4656B,Bishop Ranch - BR 15-CC,CA,Contra Costa,staged_only,,0.5,,OP
68525:4656C,Bishop Ranch - BR 15-CC,CA,Contra Costa,staged_only,,0.5,,OP
68525:4656R,Bishop Ranch - BR 15-CC,CA,Contra Costa,staged_only,,0.2,,OP
68526:11,Kama 1 LLC,CA,Mendocino,staged_only,,1.6,,OP
68526:11B,Kama 1 LLC,CA,Mendocino,staged_only,,0.4,,OP
68529:FS01,Flatland Storage,AZ,Pinal,staged_only,,200.0,,OP
68530:703,Agrimony 2,IL,Jo Daviess,staged_only,,2.0,,OP
68531:703,Agrimony 1,IL,Jo Daviess,staged_only,,2.0,,OP
68532:PPA22,Pivot Energy PPA 22,CA,Tulare,staged_only,,1.3,,OP
68533:BMOON,Blue Moon Farms,CA,Tulare,staged_only,,1.0,,OP
68534:OEIN1,Wheatland,IN,Knox,staged_only,,150.0,,OP
68535:DEVNY,MN CSG 2019-77,MN,Dakota,staged_only,,1.0,,OP
68536:MS7_S,Optimist,MS,Clay,staged_only,,50.0,,OP
68536:OEMS7,Optimist,MS,Clay,staged_only,,200.0,,OP
68537:OSAS1,Swift Air Solar I,TX,Ector,staged_only,,145.0,,OP
68538:20424,IL University Park 450 Central Ave,IL,Will,staged_only,,2.3,,OP
68539:19572,IL Bolingbrook 279 Marquette Dr,IL,Will,staged_only,,1.0,,OP
68540:6245,Bayer Oxnard - Meter# 4719,CA,Ventura,staged_only,,1.3,,OP
68544:19574,IL Bedford Park 6901 W 65th St,IL,Cook,staged_only,,2.0,,OP
68545:GEDDE,USNY - Geddes,NY,Onondaga,staged_only,,3.3,,OP
68547:TIP1B,Tipton 1 - (CA),CA,Tulare,staged_only,,1.0,,OP
68547:TIP1S,Tipton 1 - (CA),CA,Tulare,staged_only,,4.2,,OP
