source_record_id,plant_name,state,county,difference,capacity_mw_existing,capacity_mw_staged,status_existing,status_staged
67519:63617,Fayetteville Public Schools (SWEPCO),AR,Logan,staged_only,,4.0,,OP
67520:63617,LRWRA,AR,Logan,staged_only,,4.0,,OP
67521:60336,Rivercrest SD,AR,Mississippi,staged_only,,1.0,,OP
67522:69620,Searcy Water I,AR,White,staged_only,,1.0,,OP
67523:52418,Searcy Water II,AR,White,staged_only,,2.8,,OP
67524:60334,Southside SD,AR,Pulaski,staged_only,,1.0,,OP
67526:62293,UADA,AR,Howard,staged_only,,2.8,,OP
67527:63613,White River Medical Center,AR,Jackson,staged_only,,2.9,,OP
67528:MLRBS,Milagro Solar I,NM,Dona Ana,staged_only,,75.0,,OP
67528:MLRPV,Milagro Solar I,NM,Dona Ana,staged_only,,150.0,,OP
67529:AUGUS,"Augusta CSG, LLC",VA,Augusta,staged_only,,2.9,,OP
67530:WAYNE,"Waynesboro Bridge Solar, LLC Community S",VA,Augusta,staged_only,,5.0,,OP
67531:SUFFO,"Suffolk CSG, LLC",VA,Suffolk,staged_only,,3.8,,OP
67532:FAIRF,"Fairfield Lee Solar, LLC Community Solar",VA,Rockbridge,staged_only,,5.0,,OP
67533:INYO1,RB Inyokern Solar WDAT 1203 (CSG),CA,Kern,staged_only,,19.9,,OP
67534:INYO2,RB Inyokern Solar WDAT 1281 (CSG),CA,Kern,staged_only,,11.9,,OP
67536:PV1,Creston Solar (50 MW),IA,Union,staged_only,,50.0,,OP
67537:PV1,Pleasant Creek Unit 2,IA,Linn,staged_only,,150.0,,OP
67538:BESS1,Wever Solar (150MW),IA,Lee,staged_only,,99.0,,OP
67538:PV1,Wever Solar (150MW),IA,Lee,staged_only,,150.0,,OP
67539:PV1,Nortera Customer Hosted Solar,WI,Fond du Lac,staged_only,,1.6,,OP
67540:PV1,UW Kegonsa Customer Hosted Solar,WI,Dane,staged_only,,2.3,,OP
67545:MARSL,Marshall Solar Plus LLC,MN,Lyon,staged_only,,10.0,,OP
67545:MARST,Marshall Solar Plus LLC,MN,Lyon,staged_only,,5.0,,OP
67546:USGSP,USS Golden Spike Solar LLC CSG,MN,Benton,staged_only,,1.0,,OP
67547:USRSW,USS Rosewood Solar LLC (CSG),MN,Chippewa,staged_only,,1.0,,OP
67548:USSLY,USS Slayton Solar LLC (CSG),MN,Murray,staged_only,,1.0,,OP
67549:1,Kuna BESS,ID,Ada,staged_only,,150.0,,OP
67550:SR5,State Route 5,NY,Oneida,staged_only,,4.4,,OP
67554:11069,Cedarville (IL),IL,Stephenson,staged_only,,2.0,,OP
67557:SKLDF,Sicklerville Landfill,NJ,Gloucester,staged_only,,1.6,,OP
67569:PV1,Bourbonnais,IL,Kankakee,staged_only,,1.7,,OP
67571:20880,NY Newark St Rt 31 - Environomics S1,NY,Ontario,staged_only,,5.0,,OP
67572:PV-A,AstraZeneca Newark Solar,DE,New Castle,staged_only,,1.6,,OP
67572:PV-B,AstraZeneca Newark Solar,DE,New Castle,staged_only,,1.6,,OP
67573:HPVY,Happy Valley Battery Storage,ID,Canyon,staged_only,,82.0,,OP
67574:SS2,Sunnyside 2 Solar,NY,Schenectady,staged_only,,5.0,,OP
67577:MON22,Monument Valley,MA,Berkshire,staged_only,,2.0,,OP
67577:MONBA,Monument Valley,MA,Berkshire,staged_only,,1.0,,OP
67578:SWABA,Sandwich,MA,Barnstable,staged_only,,2.0,,OP
67578:SWI23,Sandwich,MA,Barnstable,staged_only,,2.0,,OP
67579:ALMT2,AES ES Alamitos 2 LLC,CA,Los Angeles,staged_only,,82.0,,OP
67580:MKM,Markum Solar Farm,TX,Bosque,staged_only,,161.0,,OP
67582:COLLI,Collins (NY) (CSG),NY,Oneida,staged_only,,5.0,,OP
67583:DCWAT,DC Water,DC,District of Columbia,staged_only,,1.3,,OP
67584:ONEID,Oneida East,NY,Oneida,staged_only,,4.8,,OP
67585:21015,Ny Frankfort Bleecker St - Frankfort -NG,NY,Herkimer,staged_only,,4.0,,OP
67586:20654,NY Newark ST RT 31 - Environomics S2,NY,Ontario,staged_only,,4.0,,OP
67587:SVA,SV CSG AFTON I,MN,Washington,staged_only,,1.0,,OP
67588:DSID,DSI Don Solar,MN,Renville,staged_only,,1.0,,OP
67589:21106,NY Evans 7690 SW Blvd - SL Evans Array 1,NY,Erie,staged_only,,4.3,,OP
67590:21107,NY Evans 7690 SW Blvd - SL Evans Array 2,NY,Erie,staged_only,,4.0,,OP
67591:CHINV,NV - Nokomis - CHI,NV,Clark,staged_only,,3.0,,OP
67592:PV1,NSF Aurelius Site 1 LLC,NY,Cayuga,staged_only,,5.0,,OP
67593:PV1,"NSF Aurelius Site 2, LLC",NY,Cayuga,staged_only,,5.0,,OP
67594:PV1,NSF Aurelius Site 3 LLC,NY,Cayuga,staged_only,,5.0,,OP
67595:PV1,NSF Aurelius Site 4 LLC,NY,Cayuga,staged_only,,4.9,,OP
67596:AD329,Adams PV Plant,WI,Adams,staged_only,,8.3,,OP
67597:PG329,Portage Solar Plant,WI,Columbia,staged_only,,11.8,,OP
67598:DWES,Desert Willow Energy Storage,TX,Ellis,staged_only,,150.0,,OP
67599:20641,NY ALTONA MAYOTT - Environomics P1,NY,Clinton,staged_only,,5.0,,OP
67600:20641,NY ALTONA MAYOTT - Environomics P2,NY,Clinton,staged_only,,5.0,,OP
67601:DIV01,Diversion Wind Energy LLC,TX,Baylor,staged_only,,98.6,,OP
67601:DIV02,Diversion Wind Energy LLC,TX,Baylor,staged_only,,102.0,,OP
67602:17444,Zonneveld Oak Grove,CA,Fresno,staged_only,,1.5,,OP
67603:18821,River Ranch Dairy,CA,Kings,staged_only,,4.0,,OP
67604:TRY03,NSF Torrey Site 3,NY,Yates,staged_only,,5.0,,OP
67605:TRY02,NSF Torrey Site 2,NY,Yates,staged_only,,5.0,,OP
67606:TRY01,NSF Torrey Site 1,NY,Yates,staged_only,,4.6,,OP
67610:21602,NY PAVILION 6464 SHEPARD RD - Genesee 4,NY,Genesee,staged_only,,4.3,,OP
67611:10993,Glen Mary 1,NY,Tioga,staged_only,,4.9,,OP
67612:10994,Glen Mary 2,NY,Tioga,staged_only,,2.2,,OP
67613:11034,Barone,NY,Sullivan,staged_only,,3.0,,OP
67614:11113,"Dakota Solar 1, LLC",IL,Stephenson,staged_only,,2.0,,OP
67615:11086,"Krumkill Road Solar North, LLC",NY,Albany,staged_only,,5.0,,OP
67616:11087,"Krumkill Road Solar South, LLC",NY,Albany,staged_only,,3.8,,OP
67617:11017,Spencer (NY),NY,Tioga,staged_only,,4.9,,OP
67618:11054,Eddy,NY,Wayne,staged_only,,2.3,,OP
67619:10898,Janiak,NY,Orange,staged_only,,2.0,,OP
67620:11018,Ridgeway 1,NY,Monroe,staged_only,,5.0,,OP
67621:11012,Rivard 2,NY,Chautauqua,staged_only,,4.6,,OP
67622:11110,"9521 US 14 SOLAR 1, LLC",IL,McHenry,staged_only,,2.0,,OP
67623:11111,"Lilly Pond Road Solar 1, LLC",IL,McHenry,staged_only,,2.0,,OP
67624:11084,Freeport 18th Solar,IL,Stephenson,staged_only,,2.0,,OP
67625:11112,"Goodenow Road West Solar 1, LLC",IL,Will,staged_only,,2.0,,OP
67626:11060,Trenton East,IL,Clinton,staged_only,,2.0,,OP
67627:11061,Trenton West,IL,Clinton,staged_only,,2.0,,OP
67628:11057,Trinity Freeport,IL,Stephenson,staged_only,,2.0,,OP
67629:11114,"Cottage Grove North Solar 1, LLC",IL,Will,staged_only,,2.0,,OP
67630:11115,"Cottage Grove South Solar 1, LLC",IL,Will,staged_only,,2.0,,OP
67631:10983,County Route 11B,NY,Clinton,staged_only,,4.9,,OP
67632:ACER,Acer,NY,St Lawrence,staged_only,,4.3,,OP
67633:BREEZ,Breezewood,IL,McLean,staged_only,,2.0,,OP
67634:BUCKR,Buck Run,NY,Monroe,staged_only,,5.0,,OP
67635:DAKOT,Dakota,IL,Stephenson,staged_only,,5.0,,OP
67636:GALT,Galt,IL,Whiteside,staged_only,,5.0,,OP
67638:GRASS,Grass River,NY,St Lawrence,staged_only,,4.1,,OP
67640:MELTW,Meltwater,NY,Onondaga,staged_only,,5.0,,OP
67641:NIAGA,Niagara (NY),NY,Niagara,staged_only,,4.2,,OP
67642:SKYLN,Skyline,IL,Christian,staged_only,,5.0,,OP
67644:TWNDA,Towanda,IL,McLean,staged_only,,5.0,,OP
67646:WALLD,Walldog,IL,Livingston,staged_only,,5.0,,OP
67648:30200,Rio Vista Solar,CA,Solano,staged_only,,2.7,,OP
67670:22337,MD JESSUP 7950 OCEANO AVE,MD,Howard,staged_only,,1.5,,OP
67671:21376,MD BALTIMORE 4851 HOLABIRD AVE,MD,Baltimore,staged_only,,1.8,,OP
67672:1,Cedar Trail,FL,Baker,staged_only,,74.5,,OP
67673:1,Swallowtail,FL,Walton,staged_only,,74.5,,OP
67675:ENX33,Northumberland Solar,PA,Northumberland,staged_only,,65.0,,OP
67677:HWS,Heartwood Solar,MI,Hillsdale,staged_only,,150.0,,OP
67678:WTS,White Tail Solar,MI,Washtenaw,staged_only,,140.0,,OP
67679:21601,NY FONDA 182 BOSHART RD - Montgomery 1,NY,Montgomery,staged_only,,5.0,,OP
67680:KOLA,Kola Energy Center,CA,San Joaquin,staged_only,,275.0,,OP
67680:KOLA2,Kola Energy Center,CA,San Joaquin,staged_only,,125.0,,OP
67681:LAWS1,Lawrence Solar 1 LLC,IL,McHenry,staged_only,,2.0,,OP
67682:LAWS2,Lawrence Solar 2 LLC,IL,McHenry,staged_only,,2.0,,OP
67683:PLATO,SV CSG Plato Solar 1 LLC,IL,Kane,staged_only,,4.3,,OP
67684:BSHP1,SV CSG Bishop 1 LLC,IL,Williamson,staged_only,,2.0,,OP
67685:SHMT2,Schmidt CSG 1,IL,St Clair,staged_only,,2.0,,OP
67686:DEKTY,DeKalb Taylor LLC,IL,DeKalb,staged_only,,4.9,,OP
67687:GEVA1,SV CSG German Valley 1 LLC,IL,Stephenson,staged_only,,2.0,,OP
67688:WAGNA,SV CSG Wagner A LLC,IL,Randolph,staged_only,,2.0,,OP
67689:WAGNB,SV CSG Wagner B LLC,IL,Randolph,staged_only,,2.0,,OP
67690:884,Oaks Landfill CS 2,MD,Montgomery,staged_only,,2.0,,OP
67692:68049,Sundance Renewable Energy Center,FL,Madison,staged_only,,74.9,,OP
67693:TUBOL,Tubolino CSG,NY,Jefferson,staged_only,,5.0,,OP
67694:CPS01,Capon Bridge Solar LLC,WV,Hampshire,staged_only,,20.0,,OP
67695:823,Holtville,CA,Imperial,staged_only,,30.0,,OP
67696:TWNLK,Twin Lakes Solar LLC,IN,White,staged_only,,150.0,,OP
67698:CCRK1,Coffee Creek BESS,OR,Washington,staged_only,,17.0,,OP
67699:OSAGE,Osage City Solar,KS,Osage,staged_only,,1.8,,OP
67700:WT2,Peyton Creek Wind Farm II,TX,Matagorda,staged_only,,243.0,,OP
67701:AS1,Ashwood Solar I,KY,Lyon,staged_only,,86.0,,OP
67702:PV1,Creston School Customer Hosted Solar,IA,Union,staged_only,,1.4,,OP
67703:PV1,Grinnell Customer Hosted Solar,IA,Poweshiek,staged_only,,5.0,,OP
67704:PV1,Rock County Customer Hosted Solar,WI,Rock,staged_only,,1.4,,OP
67705:PV1,Janesville Community Solar,WI,Rock,staged_only,,2.3,,OP
67706:GEN1,Spring Lane,PA,Westmoreland,staged_only,,13.8,,OP
67707:CUAWS,CUA West Campus - South (CSG),DC,District of Columbia,staged_only,,2.8,,OP
67708:EDFSV,EDF Saucon Valley,PA,Northampton,staged_only,,2.6,,OP
67709:CUAWN,CUA West Campus - North (CSG),DC,District of Columbia,staged_only,,3.0,,OP
67710:TAGB1,TAG,NM,Sandoval,staged_only,,57.8,,OP
67710:TAGS1,TAG,NM,Sandoval,staged_only,,140.0,,OP
67711:SESD1,Seaside BESS,OR,Multnomah,staged_only,,200.0,,OP
67712:CSTB1,Constable BESS,OR,Washington,staged_only,,75.0,,OP
67713:19581,IL Joliet 1101 Cherry Hl Rd,IL,Will,staged_only,,4.0,,OP
67714:19578,IL Rochelle 975 S. Caron Rd,IL,Ogle,staged_only,,1.5,,OP
67715:VERM2,Vermilion Solar II LLC CSG,IL,Livingston,staged_only,,2.0,,OP
67716:VERM1,Vermilion Solar I LLC CSG,IL,Livingston,staged_only,,1.9,,OP
67717:TRIP1,Triple S Solar I LLC CSG,IL,Coles,staged_only,,2.0,,OP
67718:BEND2,"AES Bend Solar II, LLC CSG",IL,Winnebago,staged_only,,1.9,,OP
67719:BEND1,"AES Bend Solar I, LLC CSG",IL,Winnebago,staged_only,,2.0,,OP
67720:PV1,Whiskey Acres,IL,DeKalb,staged_only,,2.0,,OP
67721:ALPTR,Al Pastor Battery Storage Plant,TX,Dawson,staged_only,,100.3,,OP
67722:WPWP,WPWP,KS,Sumner,staged_only,,307.2,,OP
67724:20243,Antigo-Forrest Street Solar Project,WI,Langlade,staged_only,,6.0,,OP
67725:20245,"Auburn Solar WI, LLC",WI,Fond Du Lac,staged_only,,5.0,,OP
67726:20233,"Bonduel Solar WI, LLC",WI,Shawano,staged_only,,7.5,,OP
67727:20241,"Caledonia Solar WI, LLC",WI,Racine,staged_only,,6.0,,OP
67728:20244,"Hackbarth Solar WI, LLC",WI,Jefferson,staged_only,,5.0,,OP
67729:20234,"Jackson Solar WI, LLC",WI,Ozaukee,staged_only,,7.5,,OP
67730:20246,"LaFayette Solar WI, LLC",WI,Walworth,staged_only,,6.0,,OP
67731:20242,"Raymond Solar WI, LLC",WI,Racine,staged_only,,6.0,,OP
67732:20232,"Silver Lake Solar WI, LLC",WI,Kenosha,staged_only,,7.5,,OP
67733:20231,"Spring Prairie Solar WI, LLC",WI,Walworth,staged_only,,7.5,,OP
67734:SSSB,Silver State South Storage,NV,Clark,staged_only,,200.0,,OP
67735:4516,"Sebree Solar, LLC",KY,Henderson,staged_only,,250.0,,OP
67736:SP1,Silver Peak,NV,Clark,staged_only,,60.0,,OP
67736:SP2,Silver Peak,NV,Clark,staged_only,,109.0,,OP
67736:SP3,Silver Peak,NV,Clark,staged_only,,110.0,,OP
67737:SMTIR,SMT Ironman Battery Storage Plant,TX,Brazoria,staged_only,,304.0,,OP
67738:CITDL,Citadel Battery Storage Plant,TX,Harris,staged_only,,204.0,,OP
67739:WIDWH,Wigeon Whistle Battery Storage Plant,TX,Collin,staged_only,,120.0,,OP
67740:AES,Anole Energy Storage,TX,Dallas,staged_only,,240.0,,OP
67743:4057B,Bishop Ranch BR 1-X,CA,Contra Costa,staged_only,,0.5,,OP
67743:4057C,Bishop Ranch BR 1-X,CA,Contra Costa,staged_only,,0.6,,OP
67743:4057R,Bishop Ranch BR 1-X,CA,Contra Costa,staged_only,,0.3,,OP
67744:P5876,Dynamic Energy CT STAG,CT,New Haven,staged_only,,1.5,,OP
67745:4075,White Plains RFP Shapham Place,NY,Westchester,staged_only,,1.2,,OP
67745:4075B,White Plains RFP Shapham Place,NY,Westchester,staged_only,,5.0,,OP
67746:HWY43,Highway 43 1887-WD,CA,Kern,staged_only,,2.3,,OP
67747:NACHT,Nachtigall 1836-WD,CA,Kern,staged_only,,4.6,,OP
67748:TERRY,Terry 1818-WD,CA,Kern,staged_only,,4.6,,OP
67750:WEEDP,Kern Sunset 1886-WD,CA,Kern,staged_only,,2.4,,OP
67751:HM701,DG Harlem Solar,IL,Stephenson,staged_only,,2.0,,OP
67752:FTDUN,Fort Duncan BESS,TX,Maverick,staged_only,,102.6,,OP
67753:PV1,Plote Somonauk,IL,DeKalb,staged_only,,2.0,,OP
67754:FSCSP,Fish Creek Solar Park,MI,Montcalm,staged_only,,146.2,,OP
67756:MSRSP,Mission Road Solar Park,MI,Isabella,staged_only,,172.0,,OP
67757:PLRSP,Polaris Solar Park,MI,Gratiot,staged_only,,100.0,,OP
67758:SLOES,Slocum Energy Storage,MI,Wayne,staged_only,,14.0,,OP
67760:AWM,All World Solar Facility,IL,Winnebago,staged_only,,1.5,,OP
67761:1,Bypass BESS,TX,Fort Bend,staged_only,,200.0,,OP
67762:STMPB,Stampede Solar Hybrid,TX,Hopkins,staged_only,,72.2,,OP
67762:STMPS,Stampede Solar Hybrid,TX,Hopkins,staged_only,,255.9,,OP
67763:5932,Hart Wind,TX,Castro,staged_only,,166.4,,OP
67764:RBESS,Rosamond South 1,CA,Kern,staged_only,,117.0,,OP
67764:RS1,Rosamond South 1,CA,Kern,staged_only,,140.0,,OP
67765:5191,Compadre Solar,TX,Cooke,staged_only,,150.0,,OP
67766:YGS01,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS02,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS03,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS04,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS05,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS06,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS07,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS08,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS09,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS10,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS11,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS12,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS13,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS14,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS15,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS16,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS17,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67766:YGS18,Yellowstone County Generating Station,MT,Yellowstone,staged_only,,11.5,,OP
67769:I,Rock Creek Wind,WY,Carbon,staged_only,,190.0,,OP
67769:II,Rock Creek Wind,WY,Carbon,staged_only,,400.0,,OP
67771:PV1,Valley Sun Solar,ME,Aroostook,staged_only,,3.1,,OP
67786:GEN01,Hickory Solar,IL,Jersey,staged_only,,110.0,,OP
67790:PV1,Abel Solar,IL,Whiteside,staged_only,,2.0,,OP
67791:PV1,ABIA Parking Structure,TX,Travis,staged_only,,1.8,,OP
67792:PV1,Bunker Hill Solar,IL,Whiteside,staged_only,,2.0,,OP
67793:OPSKY,Open Sky Ranch Inc,CA,Fresno,staged_only,,1.7,,OP
67794:PV1,City of Atwater NEM,CA,Merced,staged_only,,1.5,,OP
67795:PV1,DPC Madison,IA,Winneshiek,staged_only,,1.5,,OP
67796:PV1,DPC York,IL,Carroll,staged_only,,1.5,,OP
67797:BS,Babacomari Solar,AZ,Cochise,staged_only,,160.0,,OP
67799:GEN01,Brittlebush Solar,AZ,Pinal,staged_only,,200.0,,OP
67801:PV1,FedEx Hagerstown,MD,Washington,staged_only,,1.8,,OP
67802:PV1,French Road Solar,ME,Aroostook,staged_only,,2.5,,OP
67803:PV1,GRE Cambridge Solar,MN,Isanti,staged_only,,2.0,,OP
67804:PV1,Harmony Solar Project,IL,Stephenson,staged_only,,2.0,,OP
67805:PV1,Illinois PV Knox 1B,IL,Knox,staged_only,,2.0,,OP
67806:PV1,Macomb 2A,IL,McDonough,staged_only,,2.0,,OP
67807:PV1,Madawaska Solar,ME,Aroostook,staged_only,,4.0,,OP
67808:PV1,NJ Airport Solar Project A,NJ,Essex,staged_only,,1.0,,OP
67809:PV1,NJ Airport Solar Project B,NJ,Essex,staged_only,,1.0,,OP
67810:PV1,NJ Airport Solar Project C,NJ,Essex,staged_only,,1.0,,OP
67811:PV1,NJ Airport Solar Project D,NJ,Essex,staged_only,,1.0,,OP
67812:PV1,Rockford Plant,IL,Winnebago,staged_only,,2.0,,OP
67813:PV1,Round Grove 1,IL,Whiteside,staged_only,,2.0,,OP
67814:PV1,Round Grove 2,IL,Whiteside,staged_only,,2.0,,OP
67815:PV1,Fond du Lac Community Solar,WI,Fond Du Lac,staged_only,,1.0,,OP
67816:PV1,Illinois PV Knox 1A,IL,Knox,staged_only,,2.0,,OP
67818:CIDFL,Corcoran Irrigation District Floating So,CA,Kings,staged_only,,3.1,,OP
67820:DXCRK,Dixie Creek Dairy Solar,CA,Kings,staged_only,,2.9,,OP
67821:PV1,TJX Tucson,AZ,Pima,staged_only,,1.0,,OP
67822:PV1,Unity Solar Project (IL),IL,Stephenson,staged_only,,2.0,,OP
67823:RRBES,Roadrunner Solar and BESS,AZ,Cochise,staged_only,,235.0,,OP
67823:RRPV,Roadrunner Solar and BESS,AZ,Cochise,staged_only,,235.0,,OP
67824:PV1,TJX Phoenix,AZ,Maricopa,staged_only,,2.9,,OP
67825:PV1,TJX Las Vegas,NV,Clark,staged_only,,1.0,,OP
67826:PV1,Caribou Solar,ME,Aroostook,staged_only,,5.0,,OP
67827:PV1,TJX 2021 DG El Paso DC,TX,El Paso,staged_only,,1.5,,OP
67828:MES1,Mordor ES1,CA,Inyo,staged_only,,25.0,,OP
67829:MES2,Mordor ES2,CA,Inyo,staged_only,,20.0,,OP
67830:PV1,Jericho Gravel Solar Farm,VT,Chittenden,staged_only,,2.0,,OP
67831:PV1,Jericho Landfill Solar Farm,VT,Chittenden,staged_only,,2.0,,OP
67832:PV1,Yorktown 1 Solar,IL,Whiteside,staged_only,,2.0,,OP
67833:PV1,Yorktown 2 Solar,IL,Whiteside,staged_only,,2.0,,OP
67834:GBSP1,Great Bend Solar Project,OH,Meigs,staged_only,,48.0,,OP
67835:64544,Costa View Farms,CA,Madera,staged_only,,5.0,,OP
67842:22085,ME Fort Fairfield Solar Plant,ME,Aroostook,staged_only,,2.8,,OP
67843:FARM,Farmersville West,TX,Collin,staged_only,,9.9,,OP
67845:JUTX5,Junction BESS,TX,Kimble,staged_only,,9.9,,OP
67846:RIVA,Rivanna Solar,VA,Albemarle,staged_only,,13.3,,OP
67847:703,Moscow,ME,Somerset,staged_only,,58.8,,OP
67848:LVPV,Luna Valley,CA,Fresno,staged_only,,200.0,,OP
67849:BTS,BT Signal Ranch,TX,Hunt,staged_only,,50.0,,OP
67850:ALBS1,Arrowleaf Solar and Storage,CA,Imperial,staged_only,,35.0,,OP
67850:ALS1,Arrowleaf Solar and Storage,CA,Imperial,staged_only,,42.0,,OP
67851:MONT1,Montague Energy Storage,NJ,Sussex,staged_only,,20.0,,OP
67852:HHSPV,Hardy Hills Solar Energy LLC,IN,Clinton,staged_only,,195.0,,OP
67853:PV1,Delta Electronics Fremont,CA,Alameda,staged_only,,0.6,,OP
67853:PV4,Delta Electronics Fremont,CA,Alameda,staged_only,,0.4,,OP
67855:WEST2,Westwing,AZ,Maricopa,staged_only,,118.0,,OP
67855:WESTW,Westwing,AZ,Maricopa,staged_only,,82.0,,OP
67859:BESSB,Foster Clean Power B,CA,Humboldt,staged_only,,1.2,,OP
67859:FOSTB,Foster Clean Power B,CA,Humboldt,staged_only,,4.0,,OP
67860:GFTX,GFTX BESS,TX,Travis,staged_only,,125.0,,OP
67861:CNLY,Connolly BESS,TX,Wise,staged_only,,125.0,,OP
67863:TWC,TWC,CA,Tulare,staged_only,,1.2,,OP
67864:1,McIntosh Solar,GA,Effingham,staged_only,,10.0,,OP
67865:10634,Ellington - 277 Sadds Mill,CT,Tolland,staged_only,,2.0,,OP
67866:10221,Paso Robles - Municipal Airport,CA,San Luis Obispo,staged_only,,3.0,,OP
67867:LIB1,Liberty Hybrid Solar and Storage Project,TX,Harris,staged_only,,67.2,,OP
67867:LIB2,Liberty Hybrid Solar and Storage Project,TX,Harris,staged_only,,65.0,,OP
67868:HF1,Harris Farms Solar Facility,CA,Fresno,staged_only,,1.3,,OP
67869:BTD,Sundial (Troutdale) BESS,OR,Multnomah,staged_only,,200.0,,OP
67872:RAT1,RATTS 1,IN,Pike,staged_only,,150.0,,OP
67873:RAT2,Heirloom Solar,IN,Pike,staged_only,,60.0,,OP
67875:GEN1,Monte Cristo 1,TX,Hidalgo,staged_only,,238.5,,OP
67880:ND009,"Arthur Kill Energy, LLC",NY,Richmond,staged_only,,5.0,,OP
67882:ND007,"Empire Clean Energy, LLC",NY,Richmond,staged_only,,5.0,,OP
67882:ND008,"Empire Clean Energy, LLC",NY,Richmond,staged_only,,5.0,,OP
67883:ND003,"Gabby Giffords Clean Energy, LLC",NY,Richmond,staged_only,,5.0,,OP
67883:ND004,"Gabby Giffords Clean Energy, LLC",NY,Richmond,staged_only,,3.0,,OP
67885:ND005,"Nelson Clean Energy, LLC",NY,Richmond,staged_only,,3.0,,OP
67885:ND006,"Nelson Clean Energy, LLC",NY,Richmond,staged_only,,5.0,,OP
67886:ND001,Gunther,NY,Bronx,staged_only,,1.5,,OP
67886:ND002,Gunther,NY,Bronx,staged_only,,1.5,,OP
67893:DB2BS,Dunns Bridge II Solar,IN,Starke,staged_only,,56.3,,OP
67893:DB2PV,Dunns Bridge II Solar,IN,Starke,staged_only,,435.0,,OP
67898:ESPH1,Escape Solar Plant,NV,Lincoln,staged_only,,70.0,,OP
67898:ESPH2,Escape Solar Plant,NV,Lincoln,staged_only,,115.0,,OP
67898:ESPHB,Escape Solar Plant,NV,Lincoln,staged_only,,100.0,,OP
67899:GEN5,PNY BESS LLC,PA,Philadelphia,staged_only,,6.2,,OP
67900:DOOLI,Oak Leaf Solar XVII Community Solar,MA,Berkshire,staged_only,,3.2,,OP
67901:EARHA,Oak Leaf Solar XVI Community Solar,MA,Berkshire,staged_only,,1.0,,OP
67902:HAMPD,BWC Jimmie Pond,ME,Penobscot,staged_only,,5.0,,OP
67903:SHEPH,ISM Solar Shepherd Acres,ME,Oxford,staged_only,,4.0,,OP
67904:SOUTH,"Southwick Solar, LLC Community Solar",MA,Hampden,staged_only,,4.7,,OP
67905:RDR1,Roadrunner Reserve Phase 1,AZ,Pima,staged_only,,200.0,,OP
67907:1,Strix Solar,WI,Dane,staged_only,,6.0,,OP
67908:RICH1,Richmond (NY),NY,Ontario,staged_only,,5.0,,OP
67909:SHS01,Sherco Solar I,MN,Sherburne,staged_only,,222.9,,OP
67910:TIMBY,"Timbermill Wind, LLC",NC,Chowan,staged_only,,189.0,,OP
67911:CATSK,Catskill Solar,NY,Columbia,staged_only,,5.0,,OP
67912:CLAVE,Claverack Creek Solar,NY,Columbia,staged_only,,5.0,,OP
67913:WOWV,Wonderful Orchards - West Valley,CA,Kern,staged_only,,3.0,,OP
67915:CROSS,Crossett Solar,AR,Ashley,staged_only,,100.0,,OP
67916:1,Foote Creek Rim,WY,Carbon,staged_only,,134.8,,OP
67920:AUGUS,"Augusta Road Bowdoin Solar, LLC",ME,Sagadahoc,staged_only,,3.8,,OP
67921:CANTN,"Canton GLC Solar, LLC",ME,Oxford,staged_only,,3.0,,OP
67922:CHURC,"Church Hill Road Augusta Solar, LLC",ME,Kennebec,staged_only,,3.8,,OP
67923:HOLTN,Houlton Road Solar Farm (CSG),ME,Aroostook,staged_only,,2.0,,OP
67924:LK ST,Plympton Lake Street Solar,MA,Plymouth,staged_only,,2.4,,OP
67925:MARIA,"Mariaville Road Elsworth Solar, LLC",ME,Hancock,staged_only,,1.6,,OP
67926:MN ST,"Plympton Main Street Solar, LLC",MA,Plymouth,staged_only,,5.0,,OP
67927:MKTST,"Market Street Gardiner Solar, LLC",ME,Kennebec,staged_only,,3.3,,OP
67928:N NOB,"North Nobleboro Road, LLC",ME,Lincoln,staged_only,,2.5,,OP
